0	5	1	"Home Undeceiver"	2019-02-23 21:11:06.530860529 UTC	5.2851e-2
0	5	5	"Home Undeceiver"	2019-02-23 21:11:06.676563955 UTC	0.23013301
0	5	10	"Home Undeceiver"	2019-02-23 21:11:06.953256964 UTC	0.516593
0	5	20	"Home Undeceiver"	2019-02-23 21:11:07.536209038 UTC	1.591707
0	5	50	"Home Undeceiver"	2019-02-23 21:11:09.252931165 UTC	Not enough solutions
0	10	1	"Home Undeceiver"	2019-02-23 21:11:09.375816103 UTC	4.3050002e-2
0	10	5	"Home Undeceiver"	2019-02-23 21:11:09.461781288 UTC	0.232414
0	10	10	"Home Undeceiver"	2019-02-23 21:11:09.741666804 UTC	0.518211
0	10	20	"Home Undeceiver"	2019-02-23 21:11:10.326253166 UTC	1.587269
0	10	50	"Home Undeceiver"	2019-02-23 21:11:12.034340349 UTC	Not enough solutions
0	15	1	"Home Undeceiver"	2019-02-23 21:11:12.158375256 UTC	4.3081e-2
0	15	5	"Home Undeceiver"	2019-02-23 21:11:12.245355616 UTC	0.23132502
0	15	10	"Home Undeceiver"	2019-02-23 21:11:12.523797896 UTC	0.51219
0	15	20	"Home Undeceiver"	2019-02-23 21:11:13.103440115 UTC	1.629704
0	15	50	"Home Undeceiver"	2019-02-23 21:11:14.864630409 UTC	Not enough solutions
0	20	1	"Home Undeceiver"	2019-02-23 21:11:14.997470343 UTC	4.6471998e-2
0	20	5	"Home Undeceiver"	2019-02-23 21:11:15.10091457 UTC	0.23229201
0	20	10	"Home Undeceiver"	2019-02-23 21:11:15.380009597 UTC	0.52487797
0	20	20	"Home Undeceiver"	2019-02-23 21:11:15.975926162 UTC	1.6015401
0	20	50	"Home Undeceiver"	2019-02-23 21:11:17.705495242 UTC	Not enough solutions
1	5	1	"Home Undeceiver"	2019-02-23 21:11:17.833242245 UTC	0.11034401
1	5	5	"Home Undeceiver"	2019-02-23 21:11:18.054772108 UTC	0.69281805
1	5	10	"Home Undeceiver"	2019-02-23 21:11:18.864974788 UTC	1.4094499
1	5	20	"Home Undeceiver"	2019-02-23 21:11:20.414788052 UTC	3.0632818
1	5	50	"Home Undeceiver"	2019-02-23 21:11:23.670231291 UTC	Not enough solutions
1	10	1	"Home Undeceiver"	2019-02-23 21:11:24.022341069 UTC	0.115480006
1	10	5	"Home Undeceiver"	2019-02-23 21:11:24.261936588 UTC	0.70513195
1	10	10	"Home Undeceiver"	2019-02-23 21:11:25.087448388 UTC	1.326262
1	10	20	"Home Undeceiver"	2019-02-23 21:11:26.587785559 UTC	3.363795
1	10	50	"Home Undeceiver"	2019-02-23 21:11:30.142782175 UTC	Not enough solutions
1	15	1	"Home Undeceiver"	2019-02-23 21:11:30.475302105 UTC	0.108724006
1	15	5	"Home Undeceiver"	2019-02-23 21:11:30.694785558 UTC	0.720294
1	15	10	"Home Undeceiver"	2019-02-23 21:11:31.537580134 UTC	1.397014
1	15	20	"Home Undeceiver"	2019-02-23 21:11:33.123319345 UTC	3.5840132
1	15	50	"Home Undeceiver"	2019-02-23 21:11:36.880606317 UTC	Not enough solutions
1	20	1	"Home Undeceiver"	2019-02-23 21:11:37.271179086 UTC	0.119154
1	20	5	"Home Undeceiver"	2019-02-23 21:11:37.524128675 UTC	0.69357103
1	20	10	"Home Undeceiver"	2019-02-23 21:11:38.350239359 UTC	1.882205
1	20	20	"Home Undeceiver"	2019-02-23 21:11:40.438144509 UTC	3.496699
1	20	50	"Home Undeceiver"	2019-02-23 21:11:44.177847086 UTC	Not enough solutions
2	5	1	"Home Undeceiver"	2019-02-23 21:11:44.584958905 UTC	0.310591
2	5	5	"Home Undeceiver"	2019-02-23 21:11:45.233236622 UTC	1.6696479
2	5	10	"Home Undeceiver"	2019-02-23 21:11:47.23495282 UTC	3.502521
2	5	20	"Home Undeceiver"	2019-02-23 21:11:51.04622029 UTC	9.320525
2	5	50	"Home Undeceiver"	2019-02-23 21:12:01.130367976 UTC	Not enough solutions
2	10	1	"Home Undeceiver"	2019-02-23 21:12:01.955940149 UTC	0.35939398
2	10	5	"Home Undeceiver"	2019-02-23 21:12:02.617614009 UTC	1.608747
2	10	10	"Home Undeceiver"	2019-02-23 21:12:04.562982618 UTC	4.034331
2	10	20	"Home Undeceiver"	2019-02-23 21:12:08.989438572 UTC	7.3882923
2	10	50	"Home Undeceiver"	2019-02-23 21:12:16.968193564 UTC	Not enough solutions
2	15	1	"Home Undeceiver"	2019-02-23 21:12:17.92916353 UTC	0.381991
2	15	5	"Home Undeceiver"	2019-02-23 21:12:18.596696171 UTC	1.4261271
2	15	10	"Home Undeceiver"	2019-02-23 21:12:20.417493822 UTC	2.77135
2	15	20	"Home Undeceiver"	2019-02-23 21:12:23.480424881 UTC	6.794225
2	15	50	"Home Undeceiver"	2019-02-23 21:12:30.728280029 UTC	Not enough solutions
2	20	1	"Home Undeceiver"	2019-02-23 21:12:31.538676725 UTC	0.27719802
2	20	5	"Home Undeceiver"	2019-02-23 21:12:32.098736989 UTC	1.445319
2	20	10	"Home Undeceiver"	2019-02-23 21:12:33.843470298 UTC	2.757867
2	20	20	"Home Undeceiver"	2019-02-23 21:12:36.909827431 UTC	6.731551
2	20	50	"Home Undeceiver"	2019-02-23 21:12:44.099573971 UTC	Not enough solutions
3	5	1	"Home Undeceiver"	2019-02-23 21:12:44.886820421 UTC	Not enough solutions
3	5	5	"Home Undeceiver"	2019-02-23 21:12:46.522552718 UTC	Not enough solutions
3	5	10	"Home Undeceiver"	2019-02-23 21:12:48.153481616 UTC	Not enough solutions
3	5	20	"Home Undeceiver"	2019-02-23 21:12:49.85775731 UTC	Not enough solutions
3	5	50	"Home Undeceiver"	2019-02-23 21:12:51.668848783 UTC	Not enough solutions
3	10	1	"Home Undeceiver"	2019-02-23 21:12:53.438122246 UTC	0.70304096
3	10	5	"Home Undeceiver"	2019-02-23 21:12:54.78987714 UTC	3.9214509
3	10	10	"Home Undeceiver"	2019-02-23 21:12:59.488261702 UTC	7.7350774
3	10	20	"Home Undeceiver"	2019-02-23 21:13:08.233399674 UTC	15.052001
3	10	50	"Home Undeceiver"	2019-02-23 21:13:24.434365465 UTC	48.662224
3	15	1	"Home Undeceiver"	2019-02-23 21:14:15.010982237 UTC	0.518268
3	15	5	"Home Undeceiver"	2019-02-23 21:14:16.046835381 UTC	2.619208
3	15	10	"Home Undeceiver"	2019-02-23 21:14:19.196144257 UTC	5.326618
3	15	20	"Home Undeceiver"	2019-02-23 21:14:25.076804664 UTC	12.903817
3	15	50	"Home Undeceiver"	2019-02-23 21:14:38.890787407 UTC	48.09171
3	20	1	"Home Undeceiver"	2019-02-23 21:15:28.655763835 UTC	0.514053
3	20	5	"Home Undeceiver"	2019-02-23 21:15:29.685248101 UTC	2.6059492
3	20	10	"Home Undeceiver"	2019-02-23 21:15:32.821377968 UTC	5.31008
3	20	20	"Home Undeceiver"	2019-02-23 21:15:38.692071597 UTC	12.935522
3	20	50	"Home Undeceiver"	2019-02-23 21:15:52.543702376 UTC	47.773323
4	5	1	"Home Undeceiver"	2019-02-23 21:16:41.994658362 UTC	Not enough solutions
4	5	5	"Home Undeceiver"	2019-02-23 21:16:44.686717198 UTC	Not enough solutions
4	5	10	"Home Undeceiver"	2019-02-23 21:16:47.394114705 UTC	Not enough solutions
4	5	20	"Home Undeceiver"	2019-02-23 21:16:50.092212706 UTC	Not enough solutions
4	5	50	"Home Undeceiver"	2019-02-23 21:16:52.786082706 UTC	Not enough solutions
4	10	1	"Home Undeceiver"	2019-02-23 21:16:55.476214605 UTC	0.958019
4	10	5	"Home Undeceiver"	2019-02-23 21:16:57.397039373 UTC	4.836277
4	10	10	"Home Undeceiver"	2019-02-23 21:17:03.202030036 UTC	9.955828
4	10	20	"Home Undeceiver"	2019-02-23 21:17:14.197613783 UTC	23.48155
4	10	50	"Home Undeceiver"	2019-02-23 21:17:39.460290385 UTC	84.72822
4	15	1	"Home Undeceiver"	2019-02-23 21:19:06.388049681 UTC	0.967855
4	15	5	"Home Undeceiver"	2019-02-23 21:19:08.315394378 UTC	4.8486104
4	15	10	"Home Undeceiver"	2019-02-23 21:19:14.134328274 UTC	9.955994
4	15	20	"Home Undeceiver"	2019-02-23 21:19:25.128206308 UTC	23.353794
4	15	50	"Home Undeceiver"	2019-02-23 21:19:50.264066565 UTC	84.6155
4	20	1	"Home Undeceiver"	2019-02-23 21:21:17.093085058 UTC	0.95580804
4	20	5	"Home Undeceiver"	2019-02-23 21:21:19.005245384 UTC	4.8259277
4	20	10	"Home Undeceiver"	2019-02-23 21:21:24.809162287 UTC	9.927978
4	20	20	"Home Undeceiver"	2019-02-23 21:21:35.775300958 UTC	23.313694
4	20	50	"Home Undeceiver"	2019-02-23 21:22:00.882577339 UTC	84.78265
5	5	1	"Home Undeceiver"	2019-02-23 21:23:27.856671484 UTC	Not enough solutions
5	5	5	"Home Undeceiver"	2019-02-23 21:23:32.255866711 UTC	Not enough solutions
5	5	10	"Home Undeceiver"	2019-02-23 21:23:36.642301782 UTC	Not enough solutions
5	5	20	"Home Undeceiver"	2019-02-23 21:23:41.023660336 UTC	Not enough solutions
5	5	50	"Home Undeceiver"	2019-02-23 21:23:45.40463004 UTC	Not enough solutions
5	10	1	"Home Undeceiver"	2019-02-23 21:23:49.775922508 UTC	1.715559
5	10	5	"Home Undeceiver"	2019-02-23 21:23:53.215648446 UTC	8.639126
5	10	10	"Home Undeceiver"	2019-02-23 21:24:03.592435268 UTC	17.421577
5	10	20	"Home Undeceiver"	2019-02-23 21:24:22.833676435 UTC	38.474308
5	10	50	"Home Undeceiver"	2019-02-23 21:25:04.558991437 UTC	150.96056
5	15	1	"Home Undeceiver"	2019-02-23 21:27:39.7401945 UTC	1.711086
5	15	5	"Home Undeceiver"	2019-02-23 21:27:43.166575838 UTC	8.630422
5	15	10	"Home Undeceiver"	2019-02-23 21:27:53.527607783 UTC	17.462292
5	15	20	"Home Undeceiver"	2019-02-23 21:28:12.769280942 UTC	38.434372
5	15	50	"Home Undeceiver"	2019-02-23 21:28:54.510789944 UTC	150.84204
5	20	1	"Home Undeceiver"	2019-02-23 21:31:29.72841265 UTC	1.718542
5	20	5	"Home Undeceiver"	2019-02-23 21:31:33.164036478 UTC	8.637744
5	20	10	"Home Undeceiver"	2019-02-23 21:31:43.536626099 UTC	17.464758
5	20	20	"Home Undeceiver"	2019-02-23 21:32:02.787985101 UTC	38.50461
5	20	50	"Home Undeceiver"	2019-02-23 21:32:44.502332357 UTC	150.67906
6	5	1	"Home Undeceiver"	2019-02-23 21:35:19.354181544 UTC	Not enough solutions
6	5	5	"Home Undeceiver"	2019-02-23 21:35:26.231898733 UTC	Not enough solutions
6	5	10	"Home Undeceiver"	2019-02-23 21:35:33.102877882 UTC	Not enough solutions
6	5	20	"Home Undeceiver"	2019-02-23 21:35:39.965102765 UTC	Not enough solutions
6	5	50	"Home Undeceiver"	2019-02-23 21:35:46.816785389 UTC	Not enough solutions
6	10	1	"Home Undeceiver"	2019-02-23 21:35:53.699164672 UTC	2.914454
6	10	5	"Home Undeceiver"	2019-02-23 21:35:59.532026978 UTC	14.680896
6	10	10	"Home Undeceiver"	2019-02-23 21:36:17.17018166 UTC	29.528835
6	10	20	"Home Undeceiver"	2019-02-23 21:36:49.749481496 UTC	60.28632
6	10	50	"Home Undeceiver"	2019-02-23 21:37:53.266996937 UTC	254.612
6	15	1	"Home Undeceiver"	2019-02-23 21:42:15.381692582 UTC	2.917824
6	15	5	"Home Undeceiver"	2019-02-23 21:42:21.210495019 UTC	14.804477
6	15	10	"Home Undeceiver"	2019-02-23 21:42:38.942391571 UTC	29.491247
6	15	20	"Home Undeceiver"	2019-02-23 21:43:11.451668581 UTC	59.952694
6	15	50	"Home Undeceiver"	2019-02-23 21:44:14.495510372 UTC	254.20412
6	20	1	"Home Undeceiver"	2019-02-23 21:48:36.170019998 UTC	2.9190588
6	20	5	"Home Undeceiver"	2019-02-23 21:48:42.006795835 UTC	14.61988
6	20	10	"Home Undeceiver"	2019-02-23 21:48:59.55765211 UTC	29.451424
6	20	20	"Home Undeceiver"	2019-02-23 21:49:32.016857477 UTC	59.984894
6	20	50	"Home Undeceiver"	2019-02-23 21:50:35.095101811 UTC	254.38748
7	5	1	"Home Undeceiver"	2019-02-23 21:54:56.948005366 UTC	Not enough solutions
7	5	5	"Home Undeceiver"	2019-02-23 21:55:07.505777946 UTC	Not enough solutions
7	5	10	"Home Undeceiver"	2019-02-23 21:55:18.053272097 UTC	Not enough solutions
7	5	20	"Home Undeceiver"	2019-02-23 21:55:28.624008764 UTC	Not enough solutions
7	5	50	"Home Undeceiver"	2019-02-23 21:55:39.164784328 UTC	Not enough solutions
7	10	1	"Home Undeceiver"	2019-02-23 21:55:49.708796734 UTC	5.005661
7	10	5	"Home Undeceiver"	2019-02-23 21:55:59.702636495 UTC	25.29417
7	10	10	"Home Undeceiver"	2019-02-23 21:56:30.12699678 UTC	51.030365
7	10	20	"Home Undeceiver"	2019-02-23 21:57:26.337542402 UTC	103.3586
7	10	50	"Home Undeceiver"	2019-02-23 21:59:15.024110243 UTC	411.72424
7	15	1	"Home Undeceiver"	2019-02-23 22:06:19.531072311 UTC	5.0219
7	15	5	"Home Undeceiver"	2019-02-23 22:06:29.60026699 UTC	25.312899
7	15	10	"Home Undeceiver"	2019-02-23 22:07:00.029736805 UTC	51.114918
7	15	20	"Home Undeceiver"	2019-02-23 22:07:56.347290078 UTC	103.2807
7	15	50	"Home Undeceiver"	2019-02-23 22:09:45.045848939 UTC	412.05768
7	20	1	"Home Undeceiver"	2019-02-23 22:16:50.211469508 UTC	4.999548
7	20	5	"Home Undeceiver"	2019-02-23 22:17:00.210936355 UTC	25.316507
7	20	10	"Home Undeceiver"	2019-02-23 22:17:30.631354331 UTC	51.109806
7	20	20	"Home Undeceiver"	2019-02-23 22:18:26.90459629 UTC	103.20467
7	20	50	"Home Undeceiver"	2019-02-23 22:20:15.429338658 UTC	411.74292
